"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/Marketplace_Assets/GKnight/Materials/M_MKT_MasterMaterial_v02.M_MKT_MasterMaterial_v02","0","0","388","4","0.000000","0","206"
"/Game/Fiddlesticks/Materials/Weapon.Weapon","0","0","36","1","0.000000","0","0"
"/Game/Fiddlesticks/Materials/Body.Body","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","40","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","33","1","0.000000","0","0"
"/Game/Fiddlesticks/Blueprint/lockon-mat.lockon-mat","0","0","28","1","0.000000","0","0"
"/Game/Fiddlesticks/Blueprint/Drain_Attack/drain_mat.drain_mat","0","0","16","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/Assets/sA_PickupSet_1/Materials/M_sA_Aura.M_sA_Aura","0","0","80","2","0.000000","0","0"
"/Game/Marketplace_Assets/GKnight/Materials/M_Skin_Master.M_Skin_Master","0","0","24","1","0.000000","0","0"
"/Game/Marketplace_Assets/GKnight/Materials/M_Eye.M_Eye","0","0","69","1","0.000000","0","0"
"/Game/Marketplace_Assets/GKnight/Materials/M_Master_FurAndHair.M_Master_FurAndHair","0","0","134","1","0.000000","0","0"
"/Game/Blueprints/Weapon/trail_mat.trail_mat","0","0","20","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Terrain_Blend.M_Terrain_Blend","0","0","67","2","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_Plains_StoneWall.M_Plains_StoneWall","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_Plains_Pillars03.M_Plains_Pillars03","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_Plains_Pillars02.M_Plains_Pillars02","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_Plains_Pillars.M_Plains_Pillars","0","0","21","1","0.000000","0","0"
"/Game/MP_Assets/IB_GrassLands/Environments/Plains/Env_Plains_Flora/Materials/M_PLains_Fern01.M_PLains_Fern01","0","92","96","1","65.699287","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Earth/Materials/M_TreeBark.M_TreeBark","0","0","42","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Earth/Materials/M_Cherry_Tree.M_Cherry_Tree","0","0","96","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Masked.M_Masked","0","0","129","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Triplanar.M_Triplanar","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Fire.M_Fire","0","0","30","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Smoke.M_Smoke","0","0","90","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Opaque_Emissive.M_Opaque_Emissive","0","0","33","1","0.000000","0","0"
"/Game/Marketplace_Assets/GoodSky/Source/Materials/M_GoodSky_Sun_Stars.M_GoodSky_Sun_Stars","0","0","2","1","0.000000","0","0"
"/Game/Marketplace_Assets/GoodSky/Source/Materials/M_GoodSky_Base.M_GoodSky_Base","0","0","2","1","0.000000","0","0"
"/Game/Marketplace_Assets/GoodSky/Source/ArrowTool/M_GoodSky_Sun_Emissive.M_GoodSky_Sun_Emissive","0","0","8","1","0.000000","0","0"
"/Game/Marketplace_Assets/GoodSky/Source/Materials/M_GoodSky_Sun_Stars_Moon.M_GoodSky_Sun_Stars_Moon","0","0","2","1","0.000000","0","0"
"/Game/Marketplace_Assets/GoodSky/Source/Materials/M_GoodSky_Storm.M_GoodSky_Storm","0","0","2","1","0.000000","0","0"
"/Game/Marketplace_Assets/GoodSky/Source/Materials/M_GoodSky_Moon.M_GoodSky_Moon","0","0","2","1","0.000000","0","0"
"/Game/Marketplace_Assets/GoodSky/Source/ArrowTool/M_GoodSky_SkyRing_.M_GoodSky_SkyRing_","0","0","23","1","0.000000","0","0"
"/Game/Assets/Materials/dynamic_fog.dynamic_fog","0","0","40","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Maps/LevelContent/Architecture/M_CycRoom_01.M_CycRoom_01","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Maps/LevelContent/Architecture/M_1Meter_01.M_1Meter_01","0","0","27","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Maps/LevelContent/Architecture/M_CycWall_01.M_CycWall_01","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Statues/Materials/M_Plains_Man_Statue.M_Plains_Man_Statue","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Statues/Materials/M_Plains_Castle_Demon.M_Plains_Castle_Demon","0","0","12","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Statues/Materials/M_Plains_Angel_Statue.M_Plains_Angel_Statue","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_Plains_Cage.M_Plains_Cage","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_PLains_FloorStone.M_PLains_FloorStone","0","0","33","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_PLains_Castle_WroughtIron.M_PLains_Castle_WroughtIron","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Organic/Materials/M_Plains_SmallRock.M_Plains_SmallRock","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Organic/Materials/M_Plains_GroundBrick.M_Plains_GroundBrick","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Floors/Materials/M_Plains_Floors_Block.M_Plains_Floors_Block","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Floors/Materials/M_Plains_FloorTrims.M_Plains_FloorTrims","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Floors/Materials/M_PLains_Scrap_Bridge.M_PLains_Scrap_Bridge","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Background/Materials/M_Env_Plains_Mountain01.M_Env_Plains_Mountain01","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Villa_Pillar_1.M_Villa_Pillar_1","0","0","12","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_HardWood_Floor.M_HardWood_Floor","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Decos_BSP_Stucco03.M_Decos_BSP_Stucco03","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Decos_BSP_Stucco02.M_Decos_BSP_Stucco02","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Decos_Facade01.M_Decos_Facade01","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/m_Flooded_ConcRail1.m_Flooded_ConcRail1","0","0","12","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Villa_Plaster_1.M_Villa_Plaster_1","0","0","12","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Decos_Door_Frame.M_Decos_Door_Frame","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Decos_Door.M_Decos_Door","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Exo_CobWeb01_NoMove.M_Exo_CobWeb01_NoMove","0","0","40","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Tile_Floor_Broken_Tex_A.M_Tile_Floor_Broken_Tex_A","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Organic/Materials/M_Plains_LargeRock.M_Plains_LargeRock","0","0","21","1","0.000000","0","0"
"/Game/MP_Assets/IB_GrassLands/Environments/Plains/Env_Plains_Organic/Materials/M_Plains_Cliff1.M_Plains_Cliff1","0","42","42","1","37.113792","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Flora/Materials/M_Plains_Tree_Stump01.M_Plains_Tree_Stump01","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco01/Materials/M_WoodenBarrel_01.M_WoodenBarrel_01","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco01/Materials/M_Pine_Low.M_Pine_Low","0","0","48","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco01/Materials/M_Exo_Crate_Open.M_Exo_Crate_Open","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco01/Materials/M_Exo_Cart.M_Exo_Cart","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Earth/Materials/M_Exo_Generic_Plants.M_Exo_Generic_Plants","0","0","48","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Earth/Materials/M_LeavesPile.M_LeavesPile","0","0","40","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Earth/Materials/M_GroundCover_LEafy.M_GroundCover_LEafy","0","0","48","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Breakables/Materials/M_Breakables_Barrels.M_Breakables_Barrels","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Terrain_Blend_Mobile.M_Terrain_Blend_Mobile","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Pew.M_Pew","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Organic/Materials/M_Plains_Ocean.M_Plains_Ocean","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Environments/Earth/EX_EnvAssets/Materials/M_Env_Ice_Deco2_Flags.M_Env_Ice_Deco2_Flags","0","0","81","1","0.000000","0","0"
"/Game/Marketplace_Assets/InfinityBladeGrassLands/Effects/FX_Materials/M_PostSharpen.M_PostSharpen","0","0","4","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Fog.M_Fog","0","0","40","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Opaque.M_Opaque","0","0","33","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_SpriteAnim.M_SpriteAnim","0","0","101","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Masked_2sided.M_Masked_2sided","0","0","129","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Opaque_Emissive_colorMask.M_Opaque_Emissive_colorMask","0","0","33","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_TriplanarVertexBlend.M_TriplanarVertexBlend","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_WaterRiver.M_WaterRiver","0","0","28","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Opaque_DitheredLOD.M_Opaque_DitheredLOD","0","0","71","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Particles.M_Particles","0","0","24","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_WaterSea.M_WaterSea","0","0","12","1","0.000000","0","0"
"/Game/Marketplace_Assets/GreenwoodFantasyVillage/Materials/MasterMaterials/M_Text.M_Text","0","0","35","1","0.000000","0","0"
"/Game/Marketplace_Assets/GKnight/Materials/M_env.M_env","0","0","21","1","0.000000","0","0"
"/Game/Marketplace_Assets/GKnight/Materials/M_env2.M_env2","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/Materials/Materials/Wood_Mat.Wood_Mat","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/Materials/Materials/Water_Mat.Water_Mat","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/Materials/Materials/Snow_Mat.Snow_Mat","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/Materials/Materials/Sand_Mat.Sand_Mat","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/Materials/Materials/Plastic_Mat.Plastic_Mat","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/Materials/Materials/Metal_Mat.Metal_Mat","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/Materials/Materials/Ground_Mat.Ground_Mat","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/Materials/Materials/Gravel_Mat.Gravel_Mat","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/Materials/Materials/Grass_Mat.Grass_Mat","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/Materials/Materials/Concrete_Mat.Concrete_Mat","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/Materials/Materials/Carpet_Mat.Carpet_Mat","0","0","21","1","0.000000","0","0"
"/Game/FootstepSound/FootstepsCharacter/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","152","2","0.000000","0","76"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","33","1","0.000000","0","0"
"/Game/Animations/BossyEnemy/Materials/M_Floor.M_Floor","0","0","21","1","0.000000","0","0"
"/Game/Animations/BossyEnemy/Materials/MaterialInstanceDynamic_2.MaterialInstanceDynamic_2","0","0","24","1","0.000000","0","0"
"/Game/Animations/BossyEnemy/Materials/MaterialInstanceDynamic_3.MaterialInstanceDynamic_3","0","0","24","1","0.000000","0","0"
"/Game/Animations/BossyEnemy/Materials/MaterialInstanceDynamic_0.MaterialInstanceDynamic_0","0","0","24","1","0.000000","0","0"
